다하, 178, 98, 31, 비만
차차, 180, 65, 20, 정상
카사, 156, 51, 21, 정상
바자, 147, 67, 31, 비만
타타, 184, 85, 25, 과체중
나아, 146, 62, 29, 과체중
자카, 172, 70, 24, 정상
다카, 176, 78, 25, 과체중
아사, 192, 99, 27, 과체중
자마, 187, 83, 24, 정상
아아, 164, 99, 37, 비만
라타, 150, 93, 41, 비만
바가, 194, 94, 25, 과체중
아바, 140, 87, 44, 비만
라카, 152, 44, 19, 저체중
가타, 190, 50, 14, 저체중
라마, 141, 71, 36, 비만
아사, 185, 81, 24, 정상
차사, 147, 85, 39, 비만
가가, 145, 74, 35, 비만
차라, 180, 94, 29, 과체중
아라, 151, 93, 41, 비만
차차, 183, 65, 19, 저체중
나바, 196, 42, 11, 저체중
타마, 159, 45, 18, 저체중
바자, 180, 46, 14, 저체중
가아, 172, 88, 30, 비만
라마, 189, 80, 22, 정상
하다, 185, 99, 29, 과체중
마나, 195, 67, 18, 저체중
라차, 176, 70, 23, 정상
카차, 154, 83, 35, 비만
하카, 175, 57, 19, 저체중
아아, 177, 71, 23, 정상
카파, 148, 89, 41, 비만
아하, 140, 81, 41, 비만
하하, 196, 74, 19, 저체중
가가, 182, 90, 27, 과체중
아라, 175, 86, 28, 과체중
바마, 162, 40, 15, 저체중
하라, 152, 40, 17, 저체중
라파, 167, 59, 21, 정상
카바, 144, 93, 45, 비만
아카, 178, 56, 18, 저체중
마하, 156, 93, 38, 비만
타차, 177, 43, 14, 저체중
차카, 146, 56, 26, 과체중
나차, 148, 56, 26, 과체중
다파, 186, 61, 18, 저체중
나가, 190, 57, 16, 저체중
나자, 155, 51, 21, 정상
하아, 175, 67, 22, 정상
마아, 156, 82, 34, 비만
나하, 194, 84, 22, 정상
나바, 178, 50, 16, 저체중
자차, 179, 57, 18, 저체중
타타, 163, 52, 20, 정상
바아, 198, 65, 17, 저체중
가하, 163, 63, 24, 정상
바사, 168, 96, 34, 비만
하차, 195, 86, 23, 정상
자차, 159, 69, 27, 과체중
타하, 182, 93, 28, 과체중
자마, 173, 79, 26, 과체중
라타, 198, 98, 25, 과체중
카마, 198, 40, 10, 저체중
다마, 193, 47, 13, 저체중
바라, 165, 74, 27, 과체중
파파, 145, 88, 42, 비만
카자, 140, 84, 43, 비만
하사, 152, 85, 37, 비만
타사, 199, 83, 21, 정상
타아, 163, 61, 23, 정상
자바, 179, 45, 14, 저체중
자타, 181, 91, 28, 과체중
하마, 190, 98, 27, 과체중
나바, 157, 69, 28, 과체중
바가, 155, 40, 17, 저체중
바타, 189, 92, 26, 과체중
자마, 155, 87, 36, 비만
자다, 150, 81, 36, 비만
마하, 173, 56, 19, 저체중
차사, 144, 90, 43, 비만
나자, 157, 74, 30, 비만
다나, 162, 93, 35, 비만
차하, 179, 70, 22, 정상
가차, 174, 74, 24, 정상
마라, 142, 69, 34, 비만
바아, 168, 40, 14, 저체중
자나, 181, 58, 18, 저체중
나사, 170, 43, 15, 저체중
카마, 170, 45, 16, 저체중
라파, 179, 96, 30, 비만
카차, 164, 66, 25, 과체중
나자, 153, 75, 32, 비만
타다, 144, 95, 46, 비만
차사, 191, 58, 16, 저체중
파다, 144, 42, 20, 정상
아바, 145, 46, 22, 정상
가차, 180, 55, 17, 저체중
바가, 164, 54, 20, 정상
카파, 151, 66, 29, 과체중
나타, 161, 59, 23, 정상
라아, 140, 58, 30, 비만
사하, 186, 80, 23, 정상
나라, 199, 43, 11, 저체중
아하, 180, 66, 20, 정상
나라, 197, 54, 14, 저체중
다차, 188, 44, 12, 저체중
차나, 158, 43, 17, 저체중
차라, 176, 46, 15, 저체중
마차, 197, 90, 23, 정상
가바, 144, 91, 44, 비만
하마, 141, 56, 28, 과체중
다다, 194, 85, 23, 정상
마파, 189, 52, 15, 저체중
바차, 143, 58, 28, 과체중
나자, 157, 92, 37, 비만
차나, 186, 67, 19, 저체중
차차, 160, 64, 25, 과체중
바라, 184, 75, 22, 정상
다다, 195, 54, 14, 저체중
마하, 159, 68, 27, 과체중
라차, 186, 59, 17, 저체중
아다, 170, 43, 15, 저체중
라카, 181, 70, 21, 정상
차차, 180, 91, 28, 과체중
마마, 152, 76, 33, 비만
나파, 160, 72, 28, 과체중
바하, 163, 86, 32, 비만
다아, 192, 86, 23, 정상
가마, 167, 86, 31, 비만
하다, 193, 72, 19, 저체중
사차, 199, 54, 14, 저체중
하타, 176, 90, 29, 과체중
자사, 194, 79, 21, 정상
가라, 161, 63, 24, 정상
라사, 187, 65, 19, 저체중
파아, 148, 58, 26, 과체중
카카, 157, 59, 24, 정상
마차, 174, 52, 17, 저체중
아마, 169, 66, 23, 정상
바파, 197, 99, 26, 과체중
파하, 188, 65, 18, 저체중
카카, 183, 61, 18, 저체중
아다, 169, 88, 31, 비만
사바, 171, 94, 32, 비만
나자, 166, 98, 36, 비만
파아, 188, 60, 17, 저체중
자나, 160, 75, 29, 과체중
가가, 199, 78, 20, 정상
